survey_type,province,city,county,gender,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,target
1,21,63,99,2,1,1,1,4,20000,1,65.0,155,130,4,5,3,2,3,4,1,4,5,5,,,,,20000.0,1,3,1,2,7,2,2,4,-8,73,1
1,7,18,40,2,1,1,2,6,30000,1,30.0,160,120,3,3,3,5,3,4,2,3,5,5,,,,,50000.0,3,3,1,2,3,3,3,4,2,58,1
1,2,5,12,2,4,0,6,3,30000,4,120.0,160,100,2,2,4,2,1,2,2,4,4,5,,,,,78000.0,3,3,1,2,3,3,2,3,2,83,1
1,19,56,90,1,1,0,5,4,50000,1,270.0,170,150,4,4,5,1,2,2,1,4,5,1,2.0,20.0,1.0,4.0,100000.0,3,3,1,1,3,2,2,4,2,51,1
2,31,88,133,1,3,1,1,1,10000,1,48.0,176,130,3,5,4,1,2,4,1,4,5,4,,,,,10000.0,2,2,1,2,3,2,3,4,2,66,1
2,22,66,106,1,1,1,3,4,20000,1,90.0,172,125,4,4,3,1,4,4,2,4,4,2,,,,,30000.0,2,2,1,2,7,3,2,4,2,45,1
1,16,46,77,1,1,0,3,6,100000,1,300.0,170,130,5,4,4,1,3,3,4,1,4,1,3.0,6.0,1.0,3.0,100000.0,6,2,1,2,1,3,2,4,2,26,0
2,22,66,106,1,1,0,3,4,-2,1,120.0,160,120,5,5,4,1,2,3,2,4,6,3,,,,,100000.0,4,4,1,1,3,2,1,4,2,62,1
2,13,36,66,1,8,1,4,3,1500,1,80.0,160,108,5,5,3,1,2,2,1,3,3,3,,,,,2000.0,2,2,1,2,1,2,2,5,3,28,0
1,21,64,102,1,4,0,3,3,10000,1,100.0,175,110,3,3,5,5,2,3,2,4,4,3,,,,,46000.0,5,2,1,2,3,2,1,4,2,41,1
2,9,22,44,1,1,1,1,4,20000,1,215.0,170,108,5,5,5,1,3,3,2,1,3,2,,,,,20000.0,1,3,1,2,3,3,1,4,2,25,1
1,23,69,109,2,1,1,1,4,8000,1,60.0,158,110,3,4,3,1,2,3,2,4,1,2,,,,,22000.0,3,3,1,2,3,3,1,3,2,36,1
1,17,50,83,1,1,1,1,6,20000,1,408.0,170,98,4,4,4,2,2,4,3,3,6,1,3.0,12.0,1.0,3.0,35000.0,4,3,1,1,3,3,1,4,2,36,1
2,16,46,77,2,1,1,1,3,0,1,330.0,165,150,5,4,4,4,4,3,2,3,6,5,,,,,40000.0,5,2,0,2,3,2,2,3,2,30,1
2,21,62,98,1,8,1,1,4,-1,1,400.0,160,110,4,5,5,1,2,2,2,2,4,2,,,,,-1.0,3,2,1,2,3,3,3,3,3,33,0
1,24,70,110,1,1,1,1,6,36000,1,60.0,165,120,5,4,4,5,3,3,3,2,5,1,3.0,6.0,1.0,3.0,100000.0,1,3,1,1,1,2,2,4,2,26,1
1,10,27,50,1,1,1,1,4,30000,1,200.0,178,130,4,5,5,1,2,3,2,2,5,1,3.0,18.0,1.0,3.0,50000.0,6,4,1,2,3,1,1,4,2,36,0
1,22,66,106,1,1,1,1,10,30000,4,92.3,168,156,5,4,4,2,3,3,3,4,7,5,,,,,60000.0,2,4,1,2,3,2,2,4,2,50,1
2,28,81,121,2,1,1,1,1,0,1,270.0,155,120,3,3,4,1,2,3,1,3,5,6,,,,,40000.0,3,3,1,2,3,2,2,3,2,53,1
2,17,50,83,2,1,1,1,3,0,1,180.0,155,130,4,4,5,1,4,4,2,2,5,4,,,,,40000.0,4,3,1,2,3,2,2,4,3,46,1
1,4,7,21,1,1,1,1,3,48000,1,60.0,164,124,3,2,2,5,1,5,1,3,3,5,,,,,48000.0,1,3,0,2,7,2,2,4,3,86,1
2,17,48,81,1,1,1,1,6,80000,1,75.0,178,180,5,5,5,1,1,4,1,4,6,1,3.0,7.0,1.0,3.0,100000.0,2,3,-1,2,3,2,2,3,3,43,1
2,18,54,88,2,1,1,1,3,2900,1,166.0,163,130,5,5,5,1,5,3,1,4,6,3,,,,,50000.0,1,3,1,2,3,2,2,4,2,48,1
2,29,84,127,1,1,1,1,4,50000,1,130.0,167,110,3,3,2,1,4,4,2,2,2,2,,,,,15000.0,2,3,1,2,6,3,2,5,2,38,1
1,15,39,70,2,1,1,1,4,-3,1,200.0,160,104,4,4,4,1,3,3,3,4,5,1,3.0,12.0,1.0,3.0,700000.0,5,3,1,2,3,3,2,3,2,30,1
1,29,82,125,1,1,1,1,4,40000,1,130.0,175,120,3,3,5,2,1,2,2,4,2,3,,,,,40000.0,2,2,-3,2,3,3,2,5,2,42,1
2,22,67,107,2,8,1,3,1,3000,1,70.0,150,90,2,2,3,1,2,2,1,2,1,4,,,,,10000.0,3,2,1,2,3,3,1,4,2,47,0
1,5,8,23,1,1,1,1,12,30000,1,83.9,172,105,5,4,4,2,3,3,2,4,5,1,3.0,21.0,1.0,3.0,50000.0,3,3,1,2,3,2,1,5,2,38,1
2,15,41,72,2,1,1,1,1,15000,1,350.0,160,130,4,4,4,1,4,4,1,4,5,3,,,,,110000.0,7,3,2,2,3,1,1,4,2,44,1
1,13,36,67,1,8,1,1,4,79900,1,60.0,175,160,4,5,4,1,4,4,2,3,7,1,1.0,26.0,1.0,2.0,100000.0,4,4,2,1,3,1,3,3,2,40,1
2,21,61,97,2,1,1,1,3,20000,1,220.0,158,110,3,3,2,1,3,3,2,3,5,1,3.0,5.0,1.0,3.0,60000.0,1,3,1,2,3,3,2,4,3,48,0
1,6,15,31,1,1,1,4,1,10000,1,75.0,173,125,2,2,2,1,2,2,2,4,2,5,,,,,10000.0,1,2,1,2,7,2,2,3,2,87,0
2,13,37,68,2,1,1,1,3,18000,1,120.0,156,116,4,4,5,1,4,4,2,4,8,5,,,,,156000.0,6,3,1,2,3,2,1,4,2,60,1
1,4,7,21,2,1,1,1,6,20000,1,60.0,160,110,1,4,4,5,3,3,2,2,4,5,,,,,100000.0,3,2,2,1,3,2,-8,4,3,57,0
2,24,71,111,1,1,0,7,1,2400,1,40.0,160,100,2,2,4,1,3,4,1,3,1,4,,,,,26000.0,1,1,1,2,7,3,3,3,3,85,0
1,1,1,3,2,1,0,4,3,37200,1,41.6,152,103,4,5,5,2,4,4,2,5,5,5,,,,,36000.0,1,2,1,2,7,3,2,3,2,81,1
2,3,6,13,1,1,1,1,1,15000,1,110.0,167,100,1,5,2,1,5,2,1,4,5,5,,,,,17000.0,2,3,2,2,3,2,1,3,2,66,1
1,22,66,105,2,1,1,1,6,10000,1,130.0,155,120,3,5,5,4,5,5,1,2,3,1,2.0,50.0,1.0,4.0,10000.0,1,2,1,2,7,3,3,5,2,63,1
1,5,8,23,2,1,1,1,10,25000,1,20.0,165,110,5,4,4,2,4,4,4,5,5,1,3.0,25.0,1.0,2.0,60000.0,2,3,1,2,3,2,2,4,3,42,1
2,5,9,25,2,1,1,1,3,50000,1,84.0,160,110,4,4,4,1,4,2,2,3,6,3,,,,,100000.0,4,4,2,1,3,2,2,4,2,57,1
1,10,27,49,1,1,1,1,4,25000,4,70.0,176,170,3,1,4,2,2,4,1,3,5,5,,,,,110000.0,5,3,1,2,3,2,2,4,3,64,1
2,22,66,106,1,1,1,1,6,30000,1,140.0,160,120,3,3,3,1,2,3,1,1,1,1,8.0,30.0,2.0,4.0,50000.0,3,2,1,2,3,3,3,3,4,49,0
1,26,74,114,2,1,1,1,4,50000,4,110.0,150,92,5,5,5,4,5,4,3,2,5,5,,,,,300000.0,2,5,2,2,3,2,1,3,1,66,1
2,2,4,11,1,1,1,1,6,0,1,120.0,165,120,4,5,4,1,2,2,4,2,7,6,,,,,10000.0,4,3,1,2,1,3,1,3,-8,18,1
1,12,34,64,1,1,1,1,11,130000,1,105.0,180,175,4,4,4,2,3,3,3,4,5,1,3.0,23.0,1.0,2.0,230000.0,4,3,0,2,3,2,2,4,2,40,1
1,27,77,117,1,1,1,1,10,0,1,70.0,165,100,5,5,1,4,2,3,1,3,3,5,,,,,0.0,7,2,1,2,3,3,3,4,4,30,1
1,21,64,101,1,1,1,1,4,-2,1,45.0,171,140,2,2,3,1,2,3,2,4,2,1,2.0,12.0,1.0,1.0,-2.0,4,3,1,2,3,2,3,4,2,44,1
2,9,22,44,1,1,1,1,2,0,2,150.0,174,130,4,3,4,1,5,3,3,4,1,4,,,,,20000.0,2,2,4,2,3,3,3,4,2,82,1
2,22,66,105,2,1,1,2,3,1000,1,120.0,151,80,1,3,4,1,1,4,1,4,3,6,,,,,1000.0,1,2,1,2,7,2,2,3,2,69,1
1,10,26,48,2,4,0,6,7,100000,1,200.0,165,105,4,4,4,1,3,3,3,3,4,1,2.0,10.0,1.0,1.0,100000.0,1,3,0,2,1,1,1,4,2,30,1
1,12,34,63,1,1,-8,1,4,-3,1,100.0,170,110,3,3,4,2,3,1,5,3,7,5,,,,,0.0,2,3,2,2,3,2,3,3,2,66,1
2,8,19,41,2,4,0,8,1,1680,1,85.0,160,90,3,4,3,1,5,4,1,1,1,4,,,,,30000.0,1,1,1,2,2,3,3,2,2,74,1
1,6,15,31,2,1,1,1,3,12000,1,75.0,140,80,3,3,4,1,3,4,1,3,7,4,,,,,48000.0,2,3,1,2,3,2,1,3,2,77,1
1,17,48,80,2,1,1,1,11,40000,1,120.0,159,100,4,5,3,2,3,4,3,2,1,1,3.0,26.0,1.0,3.0,100000.0,3,3,2,1,3,2,2,3,3,47,1
2,29,84,127,2,1,1,1,1,0,1,120.0,162,145,3,4,3,1,5,4,1,3,5,3,,,,,25000.0,2,2,1,2,3,3,1,5,2,56,1
2,2,4,11,1,1,1,1,3,0,1,40.0,157,160,2,2,3,1,3,1,1,4,1,3,,,,,12000.0,3,2,1,2,3,2,1,3,2,54,0
1,22,66,105,1,1,1,1,3,10000,1,80.0,158,150,3,3,4,1,3,4,1,2,5,4,,,,,10000.0,3,3,1,2,3,2,2,3,2,71,0
1,24,70,110,1,1,1,1,6,10000,1,30.0,163,130,3,4,3,1,2,3,2,3,4,1,5.0,30.0,1.0,-8.0,20000.0,2,2,1,2,3,3,1,4,3,50,1
2,10,25,47,2,1,1,1,3,10000,1,80.0,157,150,5,5,2,1,5,5,1,3,5,3,,,,,30000.0,2,2,1,2,3,3,1,5,2,40,1
1,6,14,30,2,1,1,1,3,12000,1,90.0,150,90,4,4,4,1,4,3,2,2,2,1,3.0,2.0,1.0,3.0,20000.0,4,3,1,2,3,3,2,3,3,41,0
2,9,23,45,1,1,1,1,4,0,1,300.0,170,110,2,2,3,1,3,4,1,2,4,4,,,,,83000.0,1,2,1,2,3,2,3,1,-8,65,0
2,2,4,11,2,1,1,4,1,0,1,120.0,162,90,2,2,3,1,2,4,1,2,2,4,,,,,5000.0,5,2,1,2,7,2,1,4,2,76,0
1,13,37,68,1,1,1,1,4,0,4,78.0,161,158,-8,3,4,2,3,3,1,3,4,5,,,,,24000.0,2,1,0,2,3,3,3,5,3,59,0
1,16,46,78,2,1,1,1,3,30000,1,100.0,160,120,5,5,4,1,3,3,3,4,8,2,,,,,78000.0,6,3,1,1,3,2,2,4,2,38,1
1,1,1,2,1,1,1,1,1,50000,1,25.0,185,135,1,-8,1,2,1,1,1,1,-8,5,,,,,50000.0,2,3,1,2,3,3,2,3,-8,87,0
2,13,36,66,1,8,0,4,4,3000,1,160.0,160,110,4,5,5,1,3,3,1,5,5,4,,,,,6000.0,3,3,1,2,3,3,2,4,2,49,0
1,9,22,44,2,4,0,7,1,3660,1,100.0,155,110,3,4,3,4,4,4,1,4,5,3,,,,,30000.0,1,3,1,2,3,2,1,5,2,68,1
1,30,85,128,1,1,1,1,13,60000,1,45.0,166,136,4,5,4,2,1,4,5,4,4,1,3.0,11.0,1.0,3.0,60000.0,3,3,2,2,1,3,3,5,3,34,0
1,21,61,97,2,1,1,1,4,18000,1,250.0,165,100,5,5,5,1,5,5,1,1,5,5,,,,,35000.0,4,3,1,2,3,2,2,3,2,29,0
2,21,64,100,2,1,1,2,4,40000,1,300.0,170,120,4,4,4,1,1,3,1,4,5,1,3.0,15.0,1.0,3.0,80000.0,3,4,1,2,3,1,1,3,2,32,1
1,1,1,2,1,1,1,1,12,60000,1,101.0,175,135,5,5,5,2,3,3,3,4,6,1,3.0,1.0,1.0,3.0,120000.0,3,3,1,2,1,2,1,4,2,23,1
1,27,79,119,2,1,1,1,3,12000,1,52.0,170,130,2,3,3,4,4,4,2,4,4,4,,,,,45000.0,2,3,1,2,3,2,1,3,2,68,1
1,4,7,21,2,1,1,1,3,36000,1,56.0,155,130,3,4,3,4,1,4,3,4,8,5,,,,,36000.0,2,3,1,2,7,2,1,4,2,78,1
2,22,66,106,2,1,1,1,1,2000,1,200.0,155,80,4,4,3,1,3,3,1,3,3,2,,,,,20000.0,2,3,1,2,3,2,2,4,2,37,0
2,16,45,76,2,1,1,1,1,30000,-8,80.0,155,107,2,2,2,1,4,4,1,3,3,5,,,,,50000.0,1,2,0,2,3,2,2,4,2,44,1
2,10,26,48,2,1,1,1,1,10000,1,200.0,155,120,4,4,5,1,5,4,2,4,5,3,,,,,80000.0,4,4,3,1,7,1,1,4,2,66,1
1,1,1,8,2,1,1,1,9,54000,1,82.0,162,120,4,3,4,4,3,3,4,3,6,1,3.0,24.0,1.0,2.0,-3.0,3,3,3,1,3,3,1,3,-8,44,1
1,7,18,38,1,1,1,1,12,0,2,45.0,178,210,4,5,3,5,2,3,4,3,5,6,,,,,42000.0,3,1,1,2,1,3,2,3,-8,22,1
1,29,82,124,2,1,1,1,4,0,1,140.0,165,130,5,5,5,1,3,3,2,2,2,6,,,,,30000.0,4,3,1,2,3,2,2,4,-8,36,1
1,27,80,120,2,1,1,1,4,14000,1,60.0,156,120,3,4,4,1,2,3,2,4,2,5,,,,,35000.0,2,3,1,2,3,2,2,4,2,70,1
1,22,66,105,2,1,1,1,4,60000,1,400.0,160,105,5,5,5,2,3,4,3,4,5,1,3.0,2.0,2.0,3.0,100000.0,3,4,3,2,3,2,2,4,2,44,1
1,13,35,65,2,6,1,1,1,3600,1,160.0,156,120,4,3,3,1,3,3,1,4,1,3,,,,,6000.0,4,2,1,2,3,3,1,3,2,41,0
2,21,62,98,2,8,1,1,1,0,1,150.0,160,102,2,3,3,1,4,4,1,2,5,4,,,,,20000.0,6,3,1,2,3,1,2,3,2,66,1
2,29,83,126,2,1,-8,1,3,1000,1,110.0,159,110,4,4,5,1,3,2,2,3,5,3,,,,,4000.0,3,3,1,2,3,2,1,4,2,48,1
1,12,34,64,1,1,0,4,10,200000,1,53.0,172,140,5,5,5,2,3,3,1,2,6,1,3.0,23.0,1.0,3.0,-3.0,3,3,2,2,3,2,2,5,3,46,1
2,10,28,51,2,1,1,1,4,30000,1,240.0,160,160,5,4,4,1,4,3,3,4,6,1,3.0,2.0,1.0,3.0,50000.0,3,3,1,2,3,2,1,3,2,30,1
1,26,74,114,2,1,1,1,1,12000,1,58.0,158,114,5,5,5,2,1,3,1,4,7,5,,,,,70000.0,4,3,2,2,7,2,2,3,2,89,1
1,11,30,53,2,1,1,1,12,0,2,100.0,165,120,5,5,5,5,3,4,2,4,5,6,,,,,88880.0,3,3,1,1,1,3,2,4,-8,18,1
1,10,27,50,2,1,1,1,4,18000,1,15.0,166,130,4,4,3,1,3,2,1,3,4,1,3.0,7.0,1.0,3.0,40000.0,2,4,1,2,3,2,2,4,2,44,0
2,22,65,103,2,1,1,1,4,0,2,200.0,158,100,3,4,4,1,4,4,3,2,5,5,,,,,30000.0,3,3,0,2,3,2,2,4,3,29,1
2,2,4,11,1,1,1,1,3,0,1,110.0,168,100,3,3,3,1,2,1,1,4,4,4,,,,,5000.0,3,2,1,2,3,3,2,4,-8,68,1
1,24,71,111,2,1,1,1,9,80000,1,115.0,150,108,4,5,4,5,3,3,1,3,5,1,3.0,26.0,1.0,2.0,150000.0,2,2,2,1,3,2,2,3,3,45,1
2,15,42,73,1,1,1,1,3,960,1,120.0,178,155,4,4,4,1,4,4,2,3,5,2,,,,,950.0,1,2,1,2,7,3,2,4,2,77,1
1,19,57,93,2,1,1,1,4,20000,1,60.0,170,130,3,-8,2,5,3,4,4,4,3,5,,,,,70000.0,2,3,0,2,3,3,3,-8,-8,64,1
1,7,18,37,1,1,1,1,4,48000,1,80.0,174,160,4,5,5,2,2,4,1,3,3,5,,,,,200000.0,3,3,1,1,3,3,2,4,2,61,1
1,13,36,67,1,1,1,1,4,18000,1,64.0,173,150,4,5,5,2,3,3,1,3,1,1,3.0,20.0,1.0,3.0,35000.0,4,2,1,2,1,3,2,5,3,40,0
2,15,42,73,2,1,1,1,1,-1,1,200.0,155,130,3,2,3,1,5,4,1,4,5,5,,,,,25000.0,2,3,1,2,3,2,2,3,2,71,1
1,5,8,23,1,3,1,1,12,29040,1,80.0,178,126,5,5,5,5,4,5,2,4,6,1,3.0,1.0,1.0,3.0,-2.0,1,3,2,2,1,2,2,5,3,25,1
2,13,37,68,2,1,1,1,3,5400,1,390.0,155,130,3,5,5,1,4,3,1,4,4,1,5.0,20.0,2.0,3.0,-2.0,4,3,1,2,3,2,2,3,3,48,1
1,15,39,70,1,1,1,1,4,60000,1,200.0,170,120,4,4,4,4,4,3,2,2,5,1,3.0,11.0,1.0,2.0,80000.0,4,3,1,1,3,3,1,4,3,50,1
1,12,32,59,2,1,1,1,3,24000,1,30.0,160,110,4,5,5,5,2,5,1,3,4,5,,,,,24000.0,1,2,1,2,7,2,2,4,2,79,1
2,13,35,65,2,6,1,1,3,3600,1,166.0,156,92,5,4,4,1,2,3,1,3,4,3,,,,,7200.0,4,2,1,2,3,3,3,2,3,39,0
2,22,67,107,1,8,1,4,1,0,1,300.0,175,130,2,1,3,1,4,2,1,4,4,4,,,,,20000.0,3,3,1,2,1,3,2,4,-8,46,1
1,28,81,123,2,1,1,1,11,30000,4,145.0,152,104,3,3,5,2,4,4,4,2,5,1,3.0,24.0,1.0,3.0,90000.0,3,4,2,1,3,2,2,3,3,47,1
1,9,23,45,2,1,1,1,3,24000,1,70.0,160,150,5,5,4,2,2,3,1,3,5,1,3.0,20.0,1.0,3.0,40000.0,3,3,1,2,3,2,1,5,3,45,1
2,23,68,108,1,1,1,4,5,34000,1,27.0,168,130,5,5,5,1,3,3,3,2,3,3,,,,,64000.0,7,3,1,1,3,3,2,5,2,37,1
1,7,18,34,2,1,1,1,4,24000,1,60.0,160,108,2,3,4,5,1,1,1,2,2,5,,,,,24000.0,1,2,1,2,7,3,2,3,3,63,0
2,2,4,11,2,1,1,1,4,0,1,90.0,158,95,3,4,3,1,2,2,1,4,5,4,,,,,30000.0,5,3,1,2,3,3,2,4,-8,24,1
1,15,39,70,1,1,1,1,4,50000,1,120.0,172,130,4,4,4,1,2,2,1,4,3,1,3.0,27.0,2.0,3.0,70000.0,3,3,1,2,3,2,2,4,2,42,1
2,2,4,11,1,1,1,1,3,2000,1,100.0,172,140,2,2,2,1,2,3,1,3,1,4,,,,,3000.0,3,2,1,2,3,3,2,3,3,39,0
1,11,30,53,1,1,1,1,4,10000,1,100.0,170,120,2,3,3,1,3,4,2,3,3,1,-8.0,1.0,1.0,-8.0,30000.0,6,2,1,2,3,3,2,4,2,68,1
1,11,29,52,2,1,1,1,11,0,1,20.0,153,80,3,4,3,1,4,3,2,4,4,1,3.0,2.0,-8.0,-8.0,40000.0,3,2,1,2,3,3,2,4,-8,26,0
1,11,30,53,2,1,1,1,12,5200,2,120.0,165,100,5,5,4,1,2,4,4,4,3,6,,,,,60000.0,3,2,1,2,1,3,1,4,-8,21,1
2,9,20,42,2,1,1,1,3,1000,1,160.0,165,92,4,5,4,1,2,1,1,3,5,4,,,,,1000.0,1,3,1,2,7,2,1,4,2,71,1
2,21,61,97,1,1,1,1,4,10000,1,200.0,170,160,4,3,3,1,4,4,5,4,6,2,,,,,10000.0,3,4,2,2,3,2,1,4,2,61,1
2,27,77,117,1,1,1,1,2,5600,1,72.0,170,130,3,5,2,1,3,2,1,1,1,2,,,,,5600.0,1,2,1,2,1,3,3,1,4,72,0
2,17,49,82,2,1,1,1,6,3060,1,128.0,150,120,5,5,3,1,4,5,1,1,1,4,,,,,-3.0,1,1,0,2,3,3,3,3,4,63,0
1,1,1,8,2,1,1,1,6,36000,1,40.0,165,104,5,5,5,2,2,3,2,3,6,5,,,,,36000.0,1,2,0,2,3,3,3,3,3,52,1
2,23,69,109,2,1,1,1,1,0,1,10.0,156,110,1,1,2,1,3,2,1,5,5,4,,,,,1400.0,2,2,1,2,3,3,2,3,3,69,1
1,26,76,116,1,1,1,3,4,60000,1,110.0,170,125,3,4,4,4,2,4,1,3,5,1,2.0,30.0,1.0,4.0,60000.0,3,3,1,1,3,2,2,3,2,51,1
1,21,61,97,2,1,0,3,3,12000,1,130.0,165,100,3,5,3,4,1,2,1,4,5,1,1.0,25.0,1.0,4.0,25000.0,2,4,2,2,3,1,1,4,2,46,1
1,1,1,8,2,1,1,1,10,0,1,125.0,172,118,5,5,5,2,1,3,4,4,6,5,,,,,78000.0,3,2,-3,2,1,2,2,3,-8,25,1
2,2,2,9,1,8,1,1,1,50000,1,200.0,168,150,1,1,3,1,3,3,1,4,2,3,,,,,100000.0,3,3,1,2,3,2,2,4,2,50,1
2,21,62,98,2,1,1,1,3,0,1,80.0,150,96,3,3,4,1,2,3,1,2,5,3,,,,,10000.0,2,3,1,2,3,2,2,4,2,68,1
2,9,22,44,2,1,1,1,1,1700,1,100.0,158,140,4,3,3,1,2,1,1,4,5,3,,,,,6000.0,3,3,0,2,3,2,2,4,2,62,0
1,16,47,79,2,1,0,7,1,10000,1,100.0,155,120,3,4,4,2,4,4,4,4,5,4,,,,,30000.0,2,3,1,2,3,2,1,4,-8,76,1
1,12,33,62,2,1,1,1,3,0,1,100.0,165,130,3,5,3,1,2,2,1,3,4,5,,,,,24000.0,3,2,0,2,3,2,1,4,-8,25,0
1,4,7,14,2,1,1,1,3,30000,1,85.0,156,100,3,5,5,2,1,4,1,4,5,5,,,,,30000.0,1,3,1,2,7,2,2,4,2,78,1
2,31,86,129,1,1,1,1,4,20000,1,83.0,173,150,4,3,4,1,2,4,1,4,5,4,,,,,20000.0,2,2,1,2,3,2,1,4,3,50,1
2,18,52,85,1,1,1,1,3,45000,1,260.0,170,150,4,4,4,1,2,3,1,4,5,4,,,,,60000.0,3,3,1,2,3,2,1,4,2,60,1
1,6,13,29,2,1,1,1,4,15000,1,110.0,160,110,4,4,4,2,1,2,1,3,4,1,3.0,10.0,1.0,3.0,40000.0,4,3,1,2,3,2,1,3,2,38,1
1,10,27,49,2,1,1,1,1,20000,1,98.0,165,140,3,4,4,1,2,2,2,3,4,1,1.0,10.0,1.0,2.0,40000.0,2,3,1,2,3,3,2,3,3,56,0
1,19,57,91,2,1,1,3,4,60000,4,68.0,165,135,3,2,5,5,3,5,1,4,5,5,,,,,100000.0,2,3,1,2,3,1,2,5,2,64,1
1,1,1,3,2,1,1,1,3,36000,1,36.0,158,140,2,2,3,2,2,2,1,2,3,5,,,,,36000.0,1,2,-2,2,7,3,3,3,2,85,0
1,17,49,82,2,1,1,3,10,85000,1,117.0,170,56,2,2,4,1,4,4,4,1,3,1,1.0,12.0,1.0,4.0,250000.0,3,2,3,1,3,2,1,3,2,31,1
2,26,74,114,2,1,1,1,3,-1,1,100.0,150,84,3,4,4,1,4,1,1,2,3,4,,,,,-2.0,2,3,1,2,7,2,2,3,3,67,0
1,19,59,95,2,1,1,1,10,120000,4,98.0,163,90,5,2,3,1,4,5,2,1,5,1,3.0,4.0,1.0,2.0,200000.0,2,4,1,1,3,2,2,4,2,29,1
2,15,41,72,2,1,0,2,3,5000,1,130.0,165,115,2,2,2,1,3,3,2,2,4,1,2.0,10.0,1.0,4.0,20000.0,3,2,1,2,3,3,1,2,2,47,1
1,15,42,73,2,1,1,1,4,40000,1,100.0,155,100,4,5,5,1,3,2,1,4,5,1,3.0,26.0,1.0,3.0,13000.0,2,3,2,2,3,2,1,4,2,46,1
2,6,14,30,2,1,1,1,6,60000,1,170.0,150,100,2,4,3,1,4,4,1,4,5,4,,,,,70000.0,4,2,1,2,3,3,2,3,2,50,1
2,21,64,100,2,1,1,1,4,0,1,300.0,155,104,4,3,3,1,5,4,3,4,4,4,,,,,40000.0,4,3,1,2,3,2,2,3,2,38,1
1,12,32,57,1,1,1,1,13,200000,4,120.0,172,160,3,5,5,4,2,3,3,4,6,1,3.0,3.0,1.0,2.0,300000.0,5,3,1,1,3,2,2,5,2,33,1
1,1,1,4,1,1,1,1,6,44400,1,62.0,169,124,3,4,4,5,3,3,2,3,6,5,,,,,84000.0,2,3,1,2,4,2,2,3,2,69,1
1,10,27,49,2,1,1,1,3,25000,1,16.8,154,105,3,5,5,2,5,4,3,4,4,5,,,,,25000.0,1,3,1,2,7,2,2,4,2,69,1
2,10,28,51,2,1,1,1,4,10000,1,70.0,165,120,5,4,4,1,3,3,3,3,7,3,,,,,30000.0,3,3,1,2,3,2,1,4,2,42,1
2,15,42,73,1,1,1,1,3,30000,1,90.0,180,130,4,4,4,2,4,4,1,4,5,5,,,,,30000.0,1,2,1,2,3,3,1,3,3,82,1
2,11,31,54,2,1,1,1,3,20000,1,200.0,168,110,3,3,3,1,4,3,2,4,2,3,,,,,40000.0,5,2,1,2,3,3,2,3,-8,44,1
1,1,1,4,2,1,1,1,11,110000,1,77.0,161,114,4,4,4,2,2,2,2,4,8,1,3.0,20.0,1.0,4.0,300000.0,3,4,1,1,3,2,2,3,2,41,0
1,1,1,8,1,1,1,1,12,180000,1,76.5,180,130,5,5,5,2,1,2,3,3,6,1,3.0,9.0,1.0,3.0,480000.0,2,3,1,2,3,2,2,3,2,31,0
1,27,78,118,1,1,1,1,6,80000,1,79.0,164,120,4,4,5,1,2,3,3,4,4,1,3.0,4.0,1.0,3.0,80000.0,3,2,0,2,3,2,1,4,2,42,1
1,3,6,13,2,2,1,1,4,30000,1,100.0,165,130,5,4,5,1,4,4,2,4,5,4,,,,,30000.0,2,3,1,2,3,1,2,2,2,59,1
2,18,52,86,2,1,0,8,3,-2,1,200.0,160,125,3,3,4,1,3,2,2,4,5,6,,,,,-2.0,3,3,1,2,3,2,2,4,2,46,1
2,15,40,71,1,1,1,1,6,2000,1,150.0,170,130,2,4,2,1,1,1,1,4,5,1,5.0,40.0,-8.0,-8.0,20000.0,3,3,1,2,3,2,1,4,-8,73,0
2,6,14,30,2,1,1,1,3,1000,1,100.0,167,120,4,4,4,1,3,3,1,3,4,3,,,,,10000.0,2,2,1,2,3,3,2,3,2,51,0
1,31,87,130,1,1,1,1,12,70000,1,60.0,176,140,4,4,3,2,2,4,3,4,5,1,3.0,4.0,1.0,2.0,110000.0,3,4,1,2,1,2,1,3,2,28,1
2,13,36,66,2,8,0,4,1,2500,1,200.0,160,130,3,3,3,1,4,3,1,4,5,4,,,,,10000.0,2,3,1,2,3,2,2,4,2,45,1
2,13,36,66,1,8,-8,1,4,5000,4,400.0,162,110,3,4,4,1,4,4,1,4,5,2,,,,,-2.0,1,2,1,2,7,2,3,4,2,65,1
1,15,40,71,1,1,1,1,12,0,2,80.0,180,135,5,4,4,2,3,4,4,2,6,6,,,,,-2.0,2,3,1,2,1,2,2,4,-8,20,1
2,10,25,47,2,1,1,1,4,4000,1,64.0,160,90,3,4,4,1,2,4,2,4,5,3,,,,,10000.0,2,2,1,2,3,2,1,4,2,62,1
1,19,56,90,2,1,1,1,11,100000,4,80.0,160,100,4,5,4,4,2,4,4,4,7,1,3.0,22.0,1.0,3.0,150000.0,3,3,1,1,3,2,2,4,3,42,1
1,10,27,49,2,1,1,1,11,0,1,128.0,160,110,5,4,4,2,4,3,4,4,5,6,,,,,90000.0,3,3,1,2,1,2,2,4,-8,20,1
